hand,combos,notqual,lose,draw,win,antebonus,ev
"Card[Q♣, 8♣, 5♣]",4,5754,1159,3,11508,0,1.4357359965262702
"Card[Q♣, 8♣, 5♢]",12,5762,11918,25,719,0,-0.902952670429874
"Card[Q♣, 8♣, 6♣]",4,5751,1160,3,11510,0,1.4356817194963092
"Card[Q♣, 8♣, 6♢]",12,5758,11889,25,752,0,-0.8964394268345636
"Card[Q♣, 8♣, 7♣]",4,5748,1161,3,11512,0,1.4356274424663482
"Card[Q♣, 8♣, 7♢]",12,5754,11860,25,785,0,-0.8899261832392531
"Card[Q♣, 8♣, 8♢]",6,5730,3083,3,9608,0,1.0193226226660876
"Card[Q♣, 8♢, 2♣]",12,5732,12052,25,615,0,-0.9304168475900999
"Card[Q♣, 8♢, 2♢]",12,5724,12055,25,620,0,-0.9306339557099436
"Card[Q♣, 8♢, 2♡]",24,5732,12046,26,620,0,-0.9292227529309596
"Card[Q♣, 8♢, 3♣]",12,5747,12003,25,649,0,-0.9205927051671733
"Card[Q♣, 8♢, 3♢]",12,5739,12006,25,654,0,-0.9208098132870169
"Card[Q♣, 8♢, 3♡]",24,5747,11997,26,654,0,-0.919398610508033
"Card[Q♣, 8♢, 4♣]",12,5762,11954,25,683,0,-0.9107685627442467
"Card[Q♣, 8♢, 4♢]",12,5754,11957,25,688,0,-0.9109856708640903
"Card[Q♣, 8♢, 4♡]",24,5762,11948,26,688,0,-0.9095744680851063
"Card[Q♣, 8♢, 5♣]",12,5762,11920,25,717,0,-0.9033868866695615
"Card[Q♣, 8♢, 5♢]",12,5754,11923,25,722,0,-0.9036039947894051
"Card[Q♣, 8♢, 5♡]",24,5762,11914,26,722,0,-0.9021927920104212
"Card[Q♣, 8♢, 6♣]",12,5758,11890,25,751,0,-0.8966565349544073
"Card[Q♣, 8♢, 6♢]",12,5751,11892,25,756,0,-0.8967108119843682
"Card[Q♣, 8♢, 6♡]",24,5758,11884,26,756,0,-0.895462440295267
"Card[Q♣, 8♢, 7♣]",12,5754,11860,25,785,0,-0.8899261832392531
"Card[Q♣, 8♢, 7♢]",12,5748,11861,25,790,0,-0.8898176291793313
"Card[Q♣, 8♢, 7♡]",24,5754,11854,26,790,0,-0.8887320885801129
"Card[Q♣, 8♢, 8♣]",6,5730,3083,3,9608,0,1.0193226226660876
"Card[Q♣, 8♢, 8♡]",12,5730,3072,3,9619,0,1.0217108119843683
"Card[Q♣, 9♣, 2♣]",4,5724,1167,3,11530,0,1.4356274424663482
"Card[Q♣, 9♣, 2♢]",12,5732,11788,25,879,0,-0.8731003039513677
"Card[Q♣, 9♣, 3♣]",4,5739,1148,3,11534,0,1.4389383412939645
"Card[Q♣, 9♣, 3♢]",12,5747,11740,25,912,0,-0.8634932696482849
"Card[Q♣, 9♣, 4♣]",4,5754,1144,3,11523,0,1.4389926183239252
"Card[Q♣, 9♣, 4♢]",12,5762,11692,25,945,0,-0.8538862353452019
"Card[Q♣, 9♣, 5♣]",4,5754,1141,3,11526,0,1.4396439426834564
"Card[Q♣, 9♣, 5♢]",12,5762,11659,25,978,0,-0.8467216673903604
"Card[Q♣, 9♣, 6♣]",4,5754,1138,3,11529,0,1.4402952670429874
"Card[Q♣, 9♣, 6♢]",12,5762,11626,25,1011,0,-0.8395570994355189
"Card[Q♣, 9♣, 7♣]",4,5751,1139,3,11531,0,1.4402409900130264
"Card[Q♣, 9♣, 7♢]",12,5758,11597,25,1044,0,-0.8330438558402085
"Card[Q♣, 9♣, 8♣]",4,5748,1140,3,11533,0,1.4401867129830657
"Card[Q♣, 9♣, 8♢]",12,5754,11568,25,1077,0,-0.826530612244898
"Card[Q♣, 9♣, 9♢]",6,5730,2813,3,9878,0,1.077941815023882
"Card[Q♣, 9♢, 2♣]",12,5732,11794,25,873,0,-0.8744029526704299
"Card[Q♣, 9♢, 2♢]",12,5724,11796,25,879,0,-0.8744029526704299
"Card[Q♣, 9♢, 2♡]",24,5732,11787,26,879,0,-0.8729917498914459
"Card[Q♣, 9♢, 3♣]",12,5747,11745,25,907,0,-0.8645788102475033
"Card[Q♣, 9♢, 3♢]",12,5739,11747,25,913,0,-0.8645788102475033
"Card[Q♣, 9♢, 3♡]",24,5747,11738,26,913,0,-0.8631676074685193
"Card[Q♣, 9♢, 4♣]",12,5762,11696,25,941,0,-0.8547546678245767
"Card[Q♣, 9♢, 4♢]",12,5754,11698,25,947,0,-0.8547546678245767
"Card[Q♣, 9♢, 4♡]",24,5762,11689,26,947,0,-0.8533434650455927
"Card[Q♣, 9♢, 5♣]",12,5762,11662,25,975,0,-0.8473729917498914
"Card[Q♣, 9♢, 5♢]",12,5754,11664,25,981,0,-0.8473729917498914
"Card[Q♣, 9♢, 5♡]",24,5762,11655,26,981,0,-0.8459617889709075
"Card[Q♣, 9♢, 6♣]",12,5762,11628,25,1009,0,-0.8399913156752062
"Card[Q♣, 9♢, 6♢]",12,5754,11630,25,1015,0,-0.8399913156752062
"Card[Q♣, 9♢, 6♡]",24,5762,11621,26,1015,0,-0.8385801128962224
"Card[Q♣, 9♢, 7♣]",12,5758,11598,25,1043,0,-0.8332609639600521
"Card[Q♣, 9♢, 7♢]",12,5751,11599,25,1049,0,-0.8330981328701693
"Card[Q♣, 9♢, 7♡]",24,5758,11591,26,1049,0,-0.8318497611810681
"Card[Q♣, 9♢, 8♣]",12,5754,11568,25,1077,0,-0.826530612244898
"Card[Q♣, 9♢, 8♢]",12,5748,11568,25,1083,0,-0.8262049500651324
"Card[Q♣, 9♢, 8♡]",24,5754,11561,26,1083,0,-0.825119409465914
"Card[Q♣, 9♢, 9♣]",6,5730,2813,3,9878,0,1.077941815023882
"Card[Q♣, 9♢, 9♡]",12,5730,2802,3,9889,0,1.0803300043421624
"Card[Q♣, T♣, 2♣]",4,5709,1150,3,11562,0,1.4401324359531047
"Card[Q♣, T♣, 2♢]",12,5717,11499,25,1183,0,-0.8095419018671298
"Card[Q♣, T♣, 3♣]",4,5724,1131,3,11566,0,1.4434433347807207
"Card[Q♣, T♣, 3♢]",12,5732,11451,25,1216,0,-0.7999348675640469
"Card[Q♣, T♣, 4♣]",4,5739,1127,3,11555,0,1.4434976118106817
"Card[Q♣, T♣, 4♢]",12,5747,11403,25,1249,0,-0.790327833260964
"Card[Q♣, T♣, 5♣]",4,5739,1124,3,11558,0,1.4441489361702127
"Card[Q♣, T♣, 5♢]",12,5747,11370,25,1282,0,-0.7831632653061225
"Card[Q♣, T♣, 6♣]",4,5739,1121,3,11561,0,1.4448002605297439
"Card[Q♣, T♣, 6♢]",12,5747,11337,25,1315,0,-0.7759986973512809
"Card[Q♣, T♣, 7♣]",4,5739,1118,3,11564,0,1.4454515848892748
"Card[Q♣, T♣, 7♢]",12,5747,11304,25,1348,0,-0.7688341293964395
"Card[Q♣, T♣, 8♣]",4,5736,1119,3,11566,0,1.4453973078593139
"Card[Q♣, T♣, 8♢]",12,5743,11275,25,1381,0,-0.762320885801129
"Card[Q♣, T♣, 9♣]",4,5733,1120,3,11568,0,1.4453430308293531
"Card[Q♣, T♣, 9♢]",12,5739,11246,25,1414,0,-0.7558076422058185
"Card[Q♣, T♣, T♢]",6,5700,2550,3,10171,0,1.1366695614415978
"Card[Q♣, T♢, 2♣]",12,5717,11506,25,1176,0,-0.8110616587060356
"Card[Q♣, T♢, 2♢]",12,5709,11507,25,1183,0,-0.8108445505861919
"Card[Q♣, T♢, 2♡]",24,5717,11498,26,1183,0,-0.809433347807208
"Card[Q♣, T♢, 3♣]",12,5732,11457,25,1210,0,-0.801237516283109
"Card[Q♣, T♢, 3♢]",12,5724,11458,25,1217,0,-0.8010204081632653
"Card[Q♣, T♢, 3♡]",24,5732,11449,26,1217,0,-0.7996092053842814
"Card[Q♣, T♢, 4♣]",12,5747,11408,25,1244,0,-0.7914133738601824
"Card[Q♣, T♢, 4♢]",12,5739,11409,25,1251,0,-0.7911962657403386
"Card[Q♣, T♢, 4♡]",24,5747,11400,26,1251,0,-0.7897850629613548
"Card[Q♣, T♢, 5♣]",12,5747,11374,25,1278,0,-0.7840316977854972
"Card[Q♣, T♢, 5♢]",12,5739,11375,25,1285,0,-0.7838145896656535
"Card[Q♣, T♢, 5♡]",24,5747,11366,26,1285,0,-0.7824033868866695
"Card[Q♣, T♢, 6♣]",12,5747,11340,25,1312,0,-0.776650021710812
"Card[Q♣, T♢, 6♢]",12,5739,11341,25,1319,0,-0.7764329135909683
"Card[Q♣, T♢, 6♡]",24,5747,11332,26,1319,0,-0.7750217108119843
"Card[Q♣, T♢, 7♣]",12,5747,11306,25,1346,0,-0.7692683456361268
"Card[Q♣, T♢, 7♢]",12,5739,11307,25,1353,0,-0.7690512375162831
"Card[Q♣, T♢, 7♡]",24,5747,11298,26,1353,0,-0.7676400347372991
"Card[Q♣, T♢, 8♣]",12,5743,11276,25,1380,0,-0.7625379939209727
"Card[Q♣, T♢, 8♢]",12,5736,11276,25,1387,0,-0.7621580547112462
"Card[Q♣, T♢, 8♡]",24,5743,11268,26,1387,0,-0.760909683022145
"Card[Q♣, T♢, 9♣]",12,5739,11246,25,1414,0,-0.7558076422058185
"Card[Q♣, T♢, 9♢]",12,5733,11245,25,1421,0,-0.7552648719062093
"Card[Q♣, T♢, 9♡]",24,5739,11238,26,1421,0,-0.7541793313069909
"Card[Q♣, T♢, T♣]",6,5700,2550,3,10171,0,1.1366695614415978
"Card[Q♣, T♢, T♡]",12,5700,2540,3,10181,0,1.1388406426400348
"Card[Q♣, J♣, 2♣]",4,5694,1130,3,11597,0,1.4452887537993921
"Card[Q♣, J♣, 2♢]",12,5702,11165,25,1532,0,-0.7362136343899262
"Card[Q♣, J♣, 3♣]",4,5709,1111,3,11601,0,1.4485996526270082
"Card[Q♣, J♣, 3♢]",12,5717,11117,25,1565,0,-0.7266066000868433
"Card[Q♣, J♣, 4♣]",4,5724,1107,3,11590,0,1.4486539296569692
"Card[Q♣, J♣, 4♢]",12,5732,11069,25,1598,0,-0.7169995657837603
"Card[Q♣, J♣, 5♣]",4,5724,1104,3,11593,0,1.4493052540165001
"Card[Q♣, J♣, 5♢]",12,5732,11036,25,1631,0,-0.7098349978289188
"Card[Q♣, J♣, 6♣]",4,5724,1101,3,11596,0,1.4499565783760313
"Card[Q♣, J♣, 6♢]",12,5732,11003,25,1664,0,-0.7026704298740772
"Card[Q♣, J♣, 7♣]",4,5724,1098,3,11599,0,1.4506079027355623
"Card[Q♣, J♣, 7♢]",12,5732,10970,25,1697,0,-0.6955058619192358
"Card[Q♣, J♣, 8♣]",4,5724,1095,3,11602,0,1.4512592270950933
"Card[Q♣, J♣, 8♢]",12,5732,10937,25,1730,0,-0.6883412939643943
"Card[Q♣, J♣, 9♣]",4,5721,1096,3,11604,0,1.4512049500651325
"Card[Q♣, J♣, 9♢]",12,5728,10908,25,1763,0,-0.6818280503690838
"Card[Q♣, J♣, T♣]",4,5706,49,3,12666,4,5.679331306990882
"Card[Q♣, J♣, T♢]",12,5713,162,25,12524,1,2.6520299609205384
"Card[Q♣, J♣, J♢]",6,5670,2287,3,10464,0,1.1953973078593139
"Card[Q♣, J♢, 2♣]",12,5702,11173,25,1524,0,-0.7379504993486756
"Card[Q♣, J♢, 2♢]",12,5694,11173,25,1532,0,-0.7375162831089883
"Card[Q♣, J♢, 2♡]",24,5702,11164,26,1532,0,-0.7361050803300043
"Card[Q♣, J♢, 3♣]",12,5717,11124,25,1558,0,-0.728126356925749
"Card[Q♣, J♢, 3♢]",12,5709,11124,25,1566,0,-0.7276921406860617
"Card[Q♣, J♢, 3♡]",24,5717,11115,26,1566,0,-0.7262809379070777
"Card[Q♣, J♢, 4♣]",12,5732,11075,25,1592,0,-0.7183022145028224
"Card[Q♣, J♢, 4♢]",12,5724,11075,25,1600,0,-0.7178679982631351
"Card[Q♣, J♢, 4♡]",24,5732,11066,26,1600,0,-0.7164567954841511
"Card[Q♣, J♢, 5♣]",12,5732,11041,25,1626,0,-0.7109205384281372
"Card[Q♣, J♢, 5♢]",12,5724,11041,25,1634,0,-0.7104863221884499
"Card[Q♣, J♢, 5♡]",24,5732,11032,26,1634,0,-0.7090751194094659
"Card[Q♣, J♢, 6♣]",12,5732,11007,25,1660,0,-0.703538862353452
"Card[Q♣, J♢, 6♢]",12,5724,11007,25,1668,0,-0.7031046461137647
"Card[Q♣, J♢, 6♡]",24,5732,10998,26,1668,0,-0.7016934433347807
"Card[Q♣, J♢, 7♣]",12,5732,10973,25,1694,0,-0.6961571862787668
"Card[Q♣, J♢, 7♢]",12,5724,10973,25,1702,0,-0.6957229700390795
"Card[Q♣, J♢, 7♡]",24,5732,10964,26,1702,0,-0.6943117672600956
"Card[Q♣, J♢, 8♣]",12,5732,10939,25,1728,0,-0.6887755102040817
"Card[Q♣, J♢, 8♢]",12,5724,10939,25,1736,0,-0.6883412939643943
"Card[Q♣, J♢, 8♡]",24,5732,10930,26,1736,0,-0.6869300911854104
"Card[Q♣, J♢, 9♣]",12,5728,10909,25,1762,0,-0.6820451584889274
"Card[Q♣, J♢, 9♢]",12,5721,10908,25,1770,0,-0.6814481111593573
"Card[Q♣, J♢, 9♡]",24,5728,10900,26,1770,0,-0.6801997394702561
"Card[Q♣, J♢, T♣]",12,5713,162,25,12524,1,2.6520299609205384
"Card[Q♣, J♢, T♢]",12,5706,163,25,12530,1,2.652192792010421
"Card[Q♣, J♢, T♡]",24,5713,161,26,12524,1,2.65213851498046
"Card[Q♣, J♢, J♣]",6,5670,2287,3,10464,0,1.1953973078593139
"Card[Q♣, J♢, J♡]",12,5670,2278,3,10473,0,1.197351280937907
"Card[Q♣, Q♢, 2♣]",6,6195,2186,3,10040,0,1.1888297872340425
"Card[Q♣, Q♢, 2♢]",6,6195,2186,3,10040,0,1.1888297872340425
"Card[Q♣, Q♢, 2♡]",12,6195,2175,3,10051,0,1.191217976552323
"Card[Q♣, Q♢, 3♣]",6,6210,2167,3,10044,0,1.1921406860616588
"Card[Q♣, Q♢, 3♢]",6,6210,2167,3,10044,0,1.1921406860616588
"Card[Q♣, Q♢, 3♡]",12,6210,2156,3,10055,0,1.1945288753799392
"Card[Q♣, Q♢, 4♣]",6,6225,2163,3,10033,0,1.1921949630916195
"Card[Q♣, Q♢, 4♢]",6,6225,2163,3,10033,0,1.1921949630916195
"Card[Q♣, Q♢, 4♡]",12,6225,2152,3,10044,0,1.1945831524099002
"Card[Q♣, Q♢, 5♣]",6,6225,2159,3,10037,0,1.1930633955709944
"Card[Q♣, Q♢, 5♢]",6,6225,2159,3,10037,0,1.1930633955709944
"Card[Q♣, Q♢, 5♡]",12,6225,2148,3,10048,0,1.1954515848892748
"Card[Q♣, Q♢, 6♣]",6,6225,2155,3,10041,0,1.193931828050369
"Card[Q♣, Q♢, 6♢]",6,6225,2155,3,10041,0,1.193931828050369
"Card[Q♣, Q♢, 6♡]",12,6225,2144,3,10052,0,1.1963200173686497
"Card[Q♣, Q♢, 7♣]",6,6225,2151,3,10045,0,1.1948002605297439
"Card[Q♣, Q♢, 7♢]",6,6225,2151,3,10045,0,1.1948002605297439
"Card[Q♣, Q♢, 7♡]",12,6225,2140,3,10056,0,1.1971884498480243
"Card[Q♣, Q♢, 8♣]",6,6225,2147,3,10049,0,1.1956686930091185
"Card[Q♣, Q♢, 8♢]",6,6225,2147,3,10049,0,1.1956686930091185
"Card[Q♣, Q♢, 8♡]",12,6225,2136,3,10060,0,1.1980568823273992
"Card[Q♣, Q♢, 9♣]",6,6225,2143,3,10053,0,1.1965371254884933
"Card[Q♣, Q♢, 9♢]",6,6225,2143,3,10053,0,1.1965371254884933
"Card[Q♣, Q♢, 9♡]",12,6225,2132,3,10064,0,1.1989253148067738
"Card[Q♣, Q♢, T♣]",6,6210,2146,3,10065,0,1.196699956578376
"Card[Q♣, Q♢, T♢]",6,6210,2146,3,10065,0,1.196699956578376
"Card[Q♣, Q♢, T♡]",12,6210,2136,3,10075,0,1.1988710377768128
"Card[Q♣, Q♢, J♣]",6,6195,2149,3,10077,0,1.1968627876682587
"Card[Q♣, Q♢, J♢]",6,6195,2149,3,10077,0,1.1968627876682587
"Card[Q♣, Q♢, J♡]",12,6195,2140,3,10086,0,1.1988167607468518
"Card[Q♣, Q♢, Q♡]",4,6720,12,0,11692,5,6.63265306122449
"Card[K♣, 2♣, 2♢]",6,5670,4744,3,8007,0,0.6619626574033869
"Card[K♣, 2♢, 2♣]",6,5670,4744,3,8007,0,0.6619626574033869
"Card[K♣, 2♢, 2♡]",12,5670,4733,3,8018,0,0.6643508467216674
"Card[K♣, 3♣, 2♣]",4,5706,1094,3,11621,0,1.4524533217542337
"Card[K♣, 3♣, 2♢]",12,5713,10312,25,2374,0,-0.5516174554928355
"Card[K♣, 3♣, 3♢]",6,5700,4444,3,8277,0,0.7254667824576639
"Card[K♣, 3♢, 2♣]",12,5713,10312,25,2374,0,-0.5516174554928355
"Card[K♣, 3♢, 2♢]",12,5706,10320,25,2373,0,-0.5529743812418585
"Card[K♣, 3♢, 2♡]",24,5713,10311,26,2374,0,-0.5515089014329136
"Card[K♣, 3♢, 3♣]",6,5700,4444,3,8277,0,0.7254667824576639
"Card[K♣, 3♢, 3♡]",12,5700,4433,3,8288,0,0.7278549717759444
"Card[K♣, 4♣, 2♣]",4,5721,1087,3,11613,0,1.4531589231437256
"Card[K♣, 4♣, 2♢]",12,5728,10263,25,2408,0,-0.5417933130699089
"Card[K♣, 4♣, 3♣]",4,5733,1072,3,11616,0,1.4557642205818497
"Card[K♣, 4♣, 3♢]",12,5739,10219,25,2441,0,-0.532837603126357
"Card[K♣, 4♣, 4♢]",6,5730,4174,3,8517,0,0.7824576639166305
"Card[K♣, 4♢, 2♣]",12,5728,10264,25,2407,0,-0.5420104211897525
"Card[K♣, 4♢, 2♢]",12,5721,10271,25,2407,0,-0.5431502388189319
"Card[K♣, 4♢, 2♡]",24,5728,10262,26,2408,0,-0.541684759009987
"Card[K♣, 4♢, 3♣]",12,5739,10219,25,2441,0,-0.532837603126357
"Card[K♣, 4♢, 3♢]",12,5733,10225,25,2441,0,-0.5338145896656535
"Card[K♣, 4♢, 3♡]",24,5739,10217,26,2442,0,-0.5325119409465914
"Card[K♣, 4♢, 4♣]",6,5730,4174,3,8517,0,0.7824576639166305
"Card[K♣, 4♢, 4♡]",12,5730,4163,3,8528,0,0.784845853234911
"Card[K♣, 5♣, 2♣]",4,5724,1077,3,11620,0,1.4551671732522797
"Card[K♣, 5♣, 2♢]",12,5732,10180,25,2487,0,-0.5239904472427269
"Card[K♣, 5♣, 3♣]",4,5736,1062,3,11623,0,1.4577724706904038
"Card[K♣, 5♣, 3♢]",12,5743,10136,25,2520,0,-0.515034737299175
"Card[K♣, 5♣, 4♣]",4,5748,1062,3,11611,0,1.4571211463308729
"Card[K♣, 5♣, 4♢]",12,5754,10092,25,2553,0,-0.506079027355623
"Card[K♣, 5♣, 5♢]",6,5730,3904,3,8787,0,0.8410768562744246
"Card[K♣, 5♢, 2♣]",12,5732,10182,25,2485,0,-0.5244246634824142
"Card[K♣, 5♢, 2♢]",12,5724,10189,25,2486,0,-0.5255102040816326
"Card[K♣, 5♢, 2♡]",24,5732,10179,26,2487,0,-0.5238818931828051
"Card[K♣, 5♢, 3♣]",12,5743,10137,25,2519,0,-0.5152518454190187
"Card[K♣, 5♢, 3♢]",12,5736,10143,25,2520,0,-0.5161745549283543
"Card[K♣, 5♢, 3♡]",24,5743,10134,26,2521,0,-0.5147090751194094
"Card[K♣, 5♢, 4♣]",12,5754,10092,25,2553,0,-0.506079027355623
"Card[K♣, 5♢, 4♢]",12,5748,10097,25,2554,0,-0.506838905775076
"Card[K♣, 5♢, 4♡]",24,5754,10089,26,2555,0,-0.5055362570560139
"Card[K♣, 5♢, 5♣]",6,5730,3904,3,8787,0,0.8410768562744246
"Card[K♣, 5♢, 5♡]",12,5730,3893,3,8798,0,0.8434650455927052
"Card[K♣, 6♣, 2♣]",4,5724,1068,3,11629,0,1.4571211463308729
"Card[K♣, 6♣, 2♢]",12,5732,10056,25,2611,0,-0.4970690403821103
"Card[K♣, 6♣, 3♣]",4,5739,1049,3,11633,0,1.460432045158489
"Card[K♣, 6♣, 3♢]",12,5747,10008,25,2644,0,-0.48746200607902734
"Card[K♣, 6♣, 4♣]",4,5751,1049,3,11621,0,1.459780720798958
"Card[K♣, 6♣, 4♢]",12,5758,9964,25,2677,0,-0.47850629613547546
"Card[K♣, 6♣, 5♣]",4,5748,1050,3,11623,0,1.459726443768997
"Card[K♣, 6♣, 5♢]",12,5754,9935,25,2710,0,-0.471993052540165
"Card[K♣, 6♣, 6♢]",6,5730,3634,3,9057,0,0.8996960486322189
"Card[K♣, 6♢, 2♣]",12,5732,10059,25,2608,0,-0.49772036474164133
"Card[K♣, 6♢, 2♢]",12,5724,10065,25,2610,0,-0.49858879722101607
"Card[K♣, 6♢, 2♡]",24,5732,10055,26,2611,0,-0.4969604863221885
"Card[K♣, 6♢, 3♣]",12,5747,10010,25,2642,0,-0.4878962223187147
"Card[K♣, 6♢, 3♢]",12,5739,10016,25,2644,0,-0.48876465479808945
"Card[K♣, 6♢, 3♡]",24,5747,10006,26,2645,0,-0.48713634389926186
"Card[K♣, 6♢, 4♣]",12,5758,9965,25,2676,0,-0.4787234042553192
"Card[K♣, 6♢, 4♢]",12,5751,9970,25,2678,0,-0.4794290056448111
"Card[K♣, 6♢, 4♡]",24,5758,9961,26,2679,0,-0.47796352583586627
"Card[K♣, 6♢, 5♣]",12,5754,9935,25,2710,0,-0.471993052540165
"Card[K♣, 6♢, 5♢]",12,5748,9939,25,2712,0,-0.4725358228397742
"Card[K♣, 6♢, 5♡]",24,5754,9931,26,2713,0,-0.47123317412071214
"Card[K♣, 6♢, 6♣]",6,5730,3634,3,9057,0,0.8996960486322189
"Card[K♣, 6♢, 6♡]",12,5730,3623,3,9068,0,0.9020842379504993
"Card[K♣, 7♣, 2♣]",4,5724,1056,3,11641,0,1.459726443768997
"Card[K♣, 7♣, 2♢]",12,5732,9887,25,2780,0,-0.460377768128528
"Card[K♣, 7♣, 3♣]",4,5739,1037,3,11645,0,1.4630373425966132
"Card[K♣, 7♣, 3♢]",12,5747,9839,25,2813,0,-0.4507707338254451
"Card[K♣, 7♣, 4♣]",4,5754,1033,3,11634,0,1.463091619626574
"Card[K♣, 7♣, 4♢]",12,5762,9791,25,2846,0,-0.4411636995223621
"Card[K♣, 7♣, 5♣]",4,5751,1034,3,11636,0,1.4630373425966132
"Card[K♣, 7♣, 5♢]",12,5758,9762,25,2879,0,-0.43465045592705165
"Card[K♣, 7♣, 6♣]",4,5748,1035,3,11638,0,1.4629830655666523
"Card[K♣, 7♣, 6♢]",12,5754,9733,25,2912,0,-0.42813721233174123
"Card[K♣, 7♣, 7♢]",6,5730,3364,3,9327,0,0.958315240990013
"Card[K♣, 7♢, 2♣]",12,5732,9891,25,2776,0,-0.4612462006079027
"Card[K♣, 7♢, 2♢]",12,5724,9896,25,2779,0,-0.4618975249674338
"Card[K♣, 7♢, 2♡]",24,5732,9886,26,2780,0,-0.46026921406860616
"Card[K♣, 7♢, 3♣]",12,5747,9842,25,2810,0,-0.4514220581849761
"Card[K♣, 7♢, 3♢]",12,5739,9847,25,2813,0,-0.4520733825445072
"Card[K♣, 7♢, 3♡]",24,5747,9837,26,2814,0,-0.45044507164567954
"Card[K♣, 7♢, 4♣]",12,5762,9793,25,2844,0,-0.4415979157620495
"Card[K♣, 7♢, 4♢]",12,5754,9798,25,2847,0,-0.44224924012158057
"Card[K♣, 7♢, 4♡]",24,5762,9788,26,2848,0,-0.4406209292227529
"Card[K♣, 7♢, 5♣]",12,5758,9763,25,2878,0,-0.43486756404689536
"Card[K♣, 7♢, 5♢]",12,5751,9767,25,2881,0,-0.43535605731654364
"Card[K♣, 7♢, 5♡]",24,5758,9758,26,2882,0,-0.4338905775075988
"Card[K♣, 7♢, 6♣]",12,5754,9733,25,2912,0,-0.42813721233174123
"Card[K♣, 7♢, 6♢]",12,5748,9736,25,2915,0,-0.4284628745115067
"Card[K♣, 7♢, 6♡]",24,5754,9728,26,2916,0,-0.4271602257924446
"Card[K♣, 7♢, 7♣]",6,5730,3364,3,9327,0,0.958315240990013
"Card[K♣, 7♢, 7♡]",12,5730,3353,3,9338,0,0.9607034303082935
"Card[K♣, 8♣, 2♣]",4,5724,1041,3,11656,0,1.4629830655666523
"Card[K♣, 8♣, 2♢]",12,5732,9673,25,2994,0,-0.41391663048198
"Card[K♣, 8♣, 3♣]",4,5739,1022,3,11660,0,1.4662939643942683
"Card[K♣, 8♣, 3♢]",12,5747,9625,25,3027,0,-0.4043095961788971
"Card[K♣, 8♣, 4♣]",4,5754,1018,3,11649,0,1.4663482414242293
"Card[K♣, 8♣, 4♢]",12,5762,9577,25,3060,0,-0.39470256187581415
"Card[K♣, 8♣, 5♣]",4,5754,1015,3,11652,0,1.4669995657837602
"Card[K♣, 8♣, 5♢]",12,5762,9544,25,3093,0,-0.38753799392097266
"Card[K♣, 8♣, 6♣]",4,5751,1016,3,11654,0,1.4669452887537995
"Card[K♣, 8♣, 6♢]",12,5758,9515,25,3126,0,-0.3810247503256622
"Card[K♣, 8♣, 7♣]",4,5748,1017,3,11656,0,1.4668910117238385
"Card[K♣, 8♣, 7♢]",12,5754,9486,25,3159,0,-0.3745115067303517
"Card[K♣, 8♣, 8♢]",6,5730,3094,3,9597,0,1.0169344333478072
"Card[K♣, 8♢, 2♣]",12,5732,9678,25,2989,0,-0.4150021710811984
"Card[K♣, 8♢, 2♢]",12,5724,9682,25,2993,0,-0.4154363873208858
"Card[K♣, 8♢, 2♡]",24,5732,9672,26,2994,0,-0.4138080764220582
"Card[K♣, 8♢, 3♣]",12,5747,9629,25,3023,0,-0.4051780286582718
"Card[K♣, 8♢, 3♢]",12,5739,9633,25,3027,0,-0.40561224489795916
"Card[K♣, 8♢, 3♡]",24,5747,9623,26,3028,0,-0.4039839339991316
"Card[K♣, 8♢, 4♣]",12,5762,9580,25,3057,0,-0.3953538862353452
"Card[K♣, 8♢, 4♢]",12,5754,9584,25,3061,0,-0.39578810247503254
"Card[K♣, 8♢, 4♡]",24,5762,9574,26,3062,0,-0.39415979157620495
"Card[K♣, 8♢, 5♣]",12,5762,9546,25,3091,0,-0.38797221016066
"Card[K♣, 8♢, 5♢]",12,5754,9550,25,3095,0,-0.3884064264003474
"Card[K♣, 8♢, 5♡]",24,5762,9540,26,3096,0,-0.38677811550151975
"Card[K♣, 8♢, 6♣]",12,5758,9516,25,3125,0,-0.38124185844550584
"Card[K♣, 8♢, 6♢]",12,5751,9519,25,3129,0,-0.38151324359531047
"Card[K♣, 8♢, 6♡]",24,5758,9510,26,3130,0,-0.3800477637863656
"Card[K♣, 8♢, 7♣]",12,5754,9486,25,3159,0,-0.3745115067303517
"Card[K♣, 8♢, 7♢]",12,5748,9488,25,3163,0,-0.37462006079027355
"Card[K♣, 8♢, 7♡]",24,5754,9480,26,3164,0,-0.37331741207121144
"Card[K♣, 8♢, 8♣]",6,5730,3094,3,9597,0,1.0169344333478072
"Card[K♣, 8♢, 8♡]",12,5730,3083,3,9608,0,1.0193226226660876
"Card[K♣, 9♣, 2♣]",4,5724,1023,3,11674,0,1.4668910117238385
"Card[K♣, 9♣, 2♢]",12,5732,9414,25,3253,0,-0.35768562744246635
"Card[K♣, 9♣, 3♣]",4,5739,1004,3,11678,0,1.4702019105514545
"Card[K♣, 9♣, 3♢]",12,5747,9366,25,3286,0,-0.3480785931393834
"Card[K♣, 9♣, 4♣]",4,5754,1000,3,11667,0,1.4702561875814155
"Card[K♣, 9♣, 4♢]",12,5762,9318,25,3319,0,-0.3384715588363005
"Card[K♣, 9♣, 5♣]",4,5754,997,3,11670,0,1.4709075119409465
